Episode Number,Random Agent,Naïve Sarsa,"Sarsa, Space Discretized","Sarsa, Space Discretized, Noisy Observation",Deep Q-Network,"Deep Q-Network, Noisy Observation",Dueling Deep Q-Network,"Dueling Deep Q-Network, Noisy Observation",REINFORCE,"REINFORCE, Noisy Observation"
178,-1.75E+02,-1.74E+02,-1.21E+02,-1.36E+02,1.16E+02,-39.77,7.52E+01,-9.2,-1.87E+02,-1.31E+02
179,-1.75E+02,-1.75E+02,-1.20E+02,-1.36E+02,1.18E+02,-39.43,7.32E+01,-10.3,-1.87E+02,-1.32E+02
180,-1.75E+02,-1.78E+02,-1.20E+02,-1.36E+02,1.18E+02,-41.56,7.72E+01,-10.1,-1.87E+02,-1.31E+02
181,-1.76E+02,-1.78E+02,-1.21E+02,-1.36E+02,1.14E+02,-40.21,8.80E+01,-10.1,-1.89E+02,-1.32E+02
182,-1.76E+02,-1.75E+02,-1.20E+02,-1.37E+02,1.16E+02,-39.35,9.04E+01,-12.1,-1.87E+02,-1.32E+02
183,-1.76E+02,-1.74E+02,-1.20E+02,-1.37E+02,1.19E+02,-41.21,9.63E+01,-10.6,-1.87E+02,-1.32E+02
184,-1.73E+02,-1.73E+02,-1.21E+02,-1.38E+02,1.21E+02,-41.94,9.59E+01,-8,-1.89E+02,-1.32E+02
185,-1.74E+02,-1.73E+02,-1.21E+02,-1.38E+02,1.19E+02,-40.8,1.01E+02,-4.7,-1.89E+02,-1.30E+02
186,-1.73E+02,-1.73E+02,-1.22E+02,-1.39E+02,1.21E+02,-41.47,1.04E+02,-2.5,-1.89E+02,-1.31E+02
187,-1.75E+02,-1.71E+02,-1.22E+02,-1.39E+02,1.24E+02,-42.37,1.06E+02,2.1,-1.89E+02,-1.31E+02
188,-1.74E+02,-1.73E+02,-1.23E+02,-1.39E+02,1.27E+02,-43.22,1.09E+02,2,-1.89E+02,-1.30E+02
189,-1.76E+02,-1.71E+02,-1.24E+02,-1.39E+02,1.24E+02,-43.65,1.16E+02,3.7,-1.91E+02,-1.31E+02
190,-1.75E+02,-1.71E+02,-1.25E+02,-1.38E+02,1.25E+02,-42.92,1.16E+02,2.3,-1.92E+02,-1.30E+02
191,-1.75E+02,-1.69E+02,-1.25E+02,-1.37E+02,1.20E+02,-39.48,1.15E+02,5.5,-1.92E+02,-1.29E+02
192,-1.78E+02,-1.69E+02,-1.23E+02,-1.37E+02,1.17E+02,-38.74,1.17E+02,8.7,-1.92E+02,-1.30E+02
193,-1.76E+02,-1.67E+02,-1.23E+02,-1.35E+02,1.21E+02,-39.06,1.23E+02,10.4,-1.93E+02,-1.30E+02
194,-1.74E+02,-1.71E+02,-1.23E+02,-1.34E+02,1.24E+02,-40.97,1.24E+02,9.7,-1.92E+02,-1.28E+02
195,-1.77E+02,-1.69E+02,-1.22E+02,-1.35E+02,1.25E+02,-38.19,1.31E+02,10.5,-1.93E+02,-1.30E+02
196,-1.75E+02,-1.68E+02,-1.23E+02,-1.35E+02,1.25E+02,-36.58,1.36E+02,13.8,-1.93E+02,-1.29E+02
197,-1.77E+02,-1.66E+02,-1.23E+02,-1.35E+02,1.30E+02,-34.72,1.38E+02,13.6,-1.93E+02,-1.29E+02
198,-1.78E+02,-1.65E+02,-1.24E+02,-1.35E+02,1.33E+02,-32.28,1.39E+02,14.9,-1.93E+02,-1.29E+02
199,-1.78E+02,-1.65E+02,-1.24E+02,-1.35E+02,1.36E+02,-31.76,1.42E+02,17.8,-1.93E+02,-1.29E+02
200,-1.79E+02,-1.67E+02,-1.25E+02,-1.36E+02,1.33E+02,-28.88,1.43E+02,18.4,-1.94E+02,-1.31E+02
201,-1.80E+02,-1.69E+02,-1.25E+02,-1.36E+02,1.33E+02,-30.65,1.49E+02,19.3,-1.95E+02,-1.31E+02
202,-1.77E+02,-1.68E+02,-1.25E+02,-1.35E+02,1.33E+02,-33.13,1.49E+02,22.4,-1.96E+02,-1.32E+02
203,-1.76E+02,-1.70E+02,-1.24E+02,-1.35E+02,1.31E+02,-33.11,1.54E+02,22.5,-1.95E+02,-1.31E+02
204,-1.79E+02,-1.69E+02,-1.23E+02,-1.35E+02,1.31E+02,-31.93,1.55E+02,23.1,-1.93E+02,-1.30E+02
205,-1.79E+02,-1.68E+02,-1.24E+02,-1.36E+02,1.34E+02,-28.89,1.56E+02,22.9,-1.93E+02,-1.30E+02
206,-1.78E+02,-1.68E+02,-1.20E+02,-1.36E+02,1.29E+02,-25.15,1.53E+02,22.1,-1.92E+02,-1.29E+02
207,-1.78E+02,-1.65E+02,-1.20E+02,-1.36E+02,1.26E+02,-25.59,1.56E+02,21.3,-1.92E+02,-1.30E+02
208,-1.81E+02,-1.68E+02,-1.21E+02,-1.37E+02,1.26E+02,-22.32,1.57E+02,23.5,-1.92E+02,-1.30E+02
209,-1.84E+02,-1.65E+02,-1.20E+02,-1.37E+02,1.22E+02,-24.99,1.59E+02,23.6,-1.93E+02,-1.30E+02
210,-1.85E+02,-1.64E+02,-1.22E+02,-1.37E+02,1.25E+02,-19.08,1.60E+02,23.9,-1.92E+02,-1.31E+02
211,-1.85E+02,-1.64E+02,-1.22E+02,-1.37E+02,1.25E+02,-17.67,1.63E+02,20.8,-1.90E+02,-1.31E+02
212,-1.85E+02,-1.64E+02,-1.22E+02,-1.37E+02,1.25E+02,-13.96,1.67E+02,22.2,-1.89E+02,-1.32E+02
213,-1.80E+02,-1.63E+02,-1.21E+02,-1.37E+02,1.24E+02,-15.05,1.67E+02,25.4,-1.90E+02,-1.32E+02
214,-1.81E+02,-1.66E+02,-1.20E+02,-1.38E+02,1.24E+02,-9.87,1.68E+02,25.6,-1.89E+02,-1.31E+02
215,-1.81E+02,-1.65E+02,-1.18E+02,-1.38E+02,1.25E+02,-6.76,1.67E+02,25.9,-1.87E+02,-1.31E+02
216,-1.82E+02,-1.63E+02,-1.19E+02,-1.38E+02,1.25E+02,-5.88,1.67E+02,29.3,-1.88E+02,-1.29E+02
217,-1.80E+02,-1.62E+02,-1.18E+02,-1.38E+02,1.26E+02,-2.83,1.68E+02,31.2,-1.86E+02,-1.31E+02
218,-1.83E+02,-1.60E+02,-1.17E+02,-1.37E+02,1.26E+02,-4.2,1.68E+02,34.7,-1.85E+02,-1.29E+02
219,-1.80E+02,-1.59E+02,-1.18E+02,-1.36E+02,1.27E+02,-1.29,1.73E+02,38.9,-1.86E+02,-1.29E+02
220,-1.78E+02,-1.60E+02,-1.18E+02,-1.36E+02,1.27E+02,3.87,1.74E+02,39.2,-1.86E+02,-1.28E+02
221,-1.79E+02,-1.59E+02,-1.17E+02,-1.37E+02,1.22E+02,6.78,1.78E+02,43.4,-1.86E+02,-1.29E+02
222,-1.79E+02,-1.57E+02,-1.16E+02,-1.38E+02,1.32E+02,9.08,1.78E+02,43.4,-1.85E+02,-1.29E+02
223,-1.80E+02,-1.57E+02,-1.15E+02,-1.38E+02,1.36E+02,11,1.74E+02,43.8,-1.86E+02,-1.30E+02
224,-1.79E+02,-1.59E+02,-1.12E+02,-1.38E+02,1.36E+02,14.61,1.70E+02,47.8,-1.85E+02,-1.30E+02
225,-1.79E+02,-1.61E+02,-1.11E+02,-1.38E+02,1.37E+02,15.45,1.70E+02,48.6,-1.83E+02,-1.30E+02
226,-1.82E+02,-1.62E+02,-1.08E+02,-1.38E+02,1.37E+02,18.3,1.73E+02,48.1,-1.83E+02,-1.30E+02
227,-1.80E+02,-1.64E+02,-1.09E+02,-1.38E+02,1.38E+02,21.95,1.73E+02,48.1,-1.84E+02,-1.30E+02
228,-1.80E+02,-1.62E+02,-1.09E+02,-1.36E+02,1.41E+02,21.94,1.73E+02,48.1,-1.83E+02,-1.30E+02
229,-1.79E+02,-1.62E+02,-1.08E+02,-1.36E+02,1.41E+02,24.37,1.73E+02,48.6,-1.83E+02,-1.30E+02
230,-1.77E+02,-1.61E+02,-1.07E+02,-1.34E+02,1.47E+02,23.57,1.74E+02,50.8,-1.81E+02,-1.31E+02
231,-1.78E+02,-1.59E+02,-1.07E+02,-1.35E+02,1.50E+02,24.8,1.73E+02,46.5,-1.80E+02,-1.31E+02
232,-1.76E+02,-1.60E+02,-1.07E+02,-1.34E+02,1.53E+02,28.92,1.70E+02,48.3,-1.80E+02,-1.32E+02
233,-1.76E+02,-1.58E+02,-1.09E+02,-1.33E+02,1.53E+02,28.33,1.68E+02,48.8,-1.80E+02,-1.32E+02
234,-1.75E+02,-1.56E+02,-1.09E+02,-1.33E+02,1.53E+02,27.08,1.68E+02,44.3,-1.79E+02,-1.32E+02
235,-1.75E+02,-1.57E+02,-1.09E+02,-1.33E+02,1.58E+02,28.39,1.68E+02,47.7,-1.78E+02,-1.33E+02
236,-1.76E+02,-1.57E+02,-1.10E+02,-1.33E+02,1.59E+02,31.48,1.70E+02,48.6,-1.78E+02,-1.33E+02
237,-1.76E+02,-1.57E+02,-1.10E+02,-1.33E+02,1.59E+02,30.12,1.72E+02,49.8,-1.76E+02,-1.34E+02
238,-1.79E+02,-1.57E+02,-1.13E+02,-1.31E+02,1.59E+02,32.98,1.75E+02,50.4,-1.76E+02,-1.33E+02
239,-1.78E+02,-1.56E+02,-1.13E+02,-1.30E+02,1.59E+02,32.68,1.75E+02,54.4,-1.76E+02,-1.34E+02
240,-1.78E+02,-1.60E+02,-1.12E+02,-1.31E+02,1.57E+02,35.28,1.75E+02,55.3,-1.75E+02,-1.34E+02
241,-1.76E+02,-1.58E+02,-1.12E+02,-1.31E+02,1.57E+02,36.3,1.76E+02,55.3,-1.73E+02,-1.35E+02
242,-1.75E+02,-1.58E+02,-1.12E+02,-1.30E+02,1.57E+02,33.47,1.79E+02,60.7,-1.71E+02,-1.35E+02
243,-1.76E+02,-1.58E+02,-1.13E+02,-1.29E+02,1.58E+02,37.42,1.80E+02,64.6,-1.72E+02,-1.35E+02
244,-1.75E+02,-1.57E+02,-1.14E+02,-1.31E+02,1.58E+02,34.47,1.80E+02,69.8,-1.71E+02,-1.35E+02
245,-1.73E+02,-1.57E+02,-1.13E+02,-1.32E+02,1.59E+02,31.52,1.81E+02,73.5,-1.71E+02,-1.36E+02
246,-1.76E+02,-1.55E+02,-1.13E+02,-1.32E+02,1.60E+02,35.93,1.81E+02,74.8,-1.72E+02,-1.35E+02
247,-1.76E+02,-1.55E+02,-1.12E+02,-1.32E+02,1.59E+02,39.86,1.81E+02,75.4,-1.70E+02,-1.34E+02
248,-1.76E+02,-1.55E+02,-1.13E+02,-1.32E+02,1.60E+02,43.87,1.85E+02,78.6,-1.70E+02,-1.34E+02
249,-1.75E+02,-1.54E+02,-1.15E+02,-1.32E+02,1.60E+02,44.33,1.86E+02,75.8,-1.69E+02,-1.33E+02
250,-1.74E+02,-1.56E+02,-1.13E+02,-1.32E+02,1.60E+02,44.35,1.87E+02,78.4,-1.70E+02,-1.33E+02
251,-1.77E+02,-1.57E+02,-1.13E+02,-1.32E+02,1.60E+02,49.86,1.93E+02,74.8,-1.70E+02,-1.33E+02
252,-1.80E+02,-1.57E+02,-1.12E+02,-1.32E+02,1.64E+02,52.14,1.93E+02,75.1,-1.70E+02,-1.33E+02
253,-1.79E+02,-1.58E+02,-1.12E+02,-1.32E+02,1.64E+02,55.89,1.94E+02,71.4,-1.70E+02,-1.33E+02
254,-1.79E+02,-1.56E+02,-1.12E+02,-1.33E+02,1.64E+02,55.39,1.94E+02,74,-1.71E+02,-1.33E+02
255,-1.81E+02,-1.59E+02,-1.13E+02,-1.31E+02,1.66E+02,57.89,1.94E+02,70.2,-1.70E+02,-1.33E+02
256,-1.81E+02,-1.58E+02,-1.12E+02,-1.31E+02,1.66E+02,55.38,1.94E+02,74.5,-1.69E+02,-1.33E+02
257,-1.81E+02,-1.62E+02,-1.12E+02,-1.29E+02,1.67E+02,56.68,1.94E+02,69,-1.67E+02,-1.33E+02
258,-1.80E+02,-1.60E+02,-1.12E+02,-1.29E+02,1.60E+02,55.82,1.94E+02,73.9,-1.66E+02,-1.34E+02
259,-1.78E+02,-1.58E+02,-1.11E+02,-1.29E+02,1.61E+02,54.67,1.93E+02,78.6,-1.64E+02,-1.34E+02
260,-1.79E+02,-1.59E+02,-1.11E+02,-1.28E+02,1.60E+02,52.18,1.90E+02,79.5,-1.64E+02,-1.33E+02
261,-1.77E+02,-1.58E+02,-1.10E+02,-1.29E+02,1.60E+02,49.71,1.90E+02,79.3,-1.62E+02,-1.33E+02
262,-1.77E+02,-1.58E+02,-1.10E+02,-1.29E+02,1.60E+02,45.8,1.89E+02,83.2,-1.62E+02,-1.33E+02
263,-1.78E+02,-1.59E+02,-1.08E+02,-1.30E+02,1.64E+02,45.89,1.89E+02,82.7,-1.59E+02,-1.33E+02
264,-1.78E+02,-1.59E+02,-1.08E+02,-1.30E+02,1.59E+02,47.44,1.87E+02,85.5,-1.59E+02,-1.33E+02
265,-1.78E+02,-1.60E+02,-1.07E+02,-1.31E+02,1.60E+02,48.77,1.87E+02,91.1,-1.56E+02,-1.31E+02
266,-1.78E+02,-1.60E+02,-1.08E+02,-1.32E+02,1.59E+02,48.91,1.87E+02,89.3,-1.57E+02,-1.31E+02
267,-1.76E+02,-1.59E+02,-1.09E+02,-1.32E+02,1.57E+02,48.94,1.83E+02,92.7,-1.54E+02,-1.30E+02
268,-1.75E+02,-1.59E+02,-1.09E+02,-1.32E+02,1.57E+02,48.04,1.83E+02,92.5,-1.55E+02,-1.30E+02
269,-1.75E+02,-1.57E+02,-1.10E+02,-1.31E+02,1.57E+02,49.36,1.84E+02,95.4,-1.54E+02,-1.28E+02
270,-1.77E+02,-1.57E+02,-1.09E+02,-1.32E+02,1.60E+02,49.02,1.84E+02,96.2,-1.54E+02,-1.28E+02
271,-1.76E+02,-1.56E+02,-1.09E+02,-1.31E+02,1.64E+02,49.29,1.88E+02,96.7,-1.53E+02,-1.28E+02
272,-1.77E+02,-1.57E+02,-1.08E+02,-1.31E+02,1.66E+02,47.01,1.88E+02,97.2,-1.53E+02,-1.28E+02
273,-1.77E+02,-1.59E+02,-1.08E+02,-1.33E+02,1.68E+02,45.14,1.88E+02,96.9,-1.53E+02,-1.27E+02
274,-1.79E+02,-1.58E+02,-1.07E+02,-1.33E+02,1.68E+02,41.64,1.93E+02,97.6,-1.54E+02,-1.27E+02
275,-1.80E+02,-1.61E+02,-1.08E+02,-1.33E+02,1.70E+02,45.37,1.98E+02,100.6,-1.54E+02,-1.27E+02
276,-1.81E+02,-1.62E+02,-1.09E+02,-1.33E+02,1.70E+02,42.53,1.97E+02,101.3,-1.54E+02,-1.27E+02
277,-1.83E+02,-1.61E+02,-1.08E+02,-1.34E+02,1.70E+02,39.15,1.97E+02,104.7,-1.54E+02,-1.27E+02
278,-1.86E+02,-1.61E+02,-1.06E+02,-1.35E+02,1.73E+02,40.85,1.98E+02,108.5,-1.54E+02,-1.26E+02
279,-1.87E+02,-1.63E+02,-1.07E+02,-1.35E+02,1.73E+02,39.71,2.01E+02,111.3,-1.54E+02,-1.26E+02
280,-1.87E+02,-1.62E+02,-1.07E+02,-1.36E+02,1.74E+02,37.53,2.01E+02,111.5,-1.54E+02,-1.26E+02
281,-1.90E+02,-1.63E+02,-1.08E+02,-1.34E+02,1.79E+02,37.37,2.00E+02,112.2,-1.51E+02,-1.26E+02
282,-1.90E+02,-1.63E+02,-1.08E+02,-1.34E+02,1.73E+02,34.72,2.00E+02,112.8,-1.50E+02,-1.26E+02
283,-1.90E+02,-1.62E+02,-1.07E+02,-1.33E+02,1.75E+02,33.98,2.01E+02,113.3,-1.52E+02,-1.26E+02
284,-1.90E+02,-1.59E+02,-1.06E+02,-1.34E+02,1.80E+02,31.61,2.01E+02,112.7,-1.52E+02,-1.26E+02
285,-1.89E+02,-1.64E+02,-1.06E+02,-1.33E+02,1.85E+02,27.72,2.00E+02,110.7,-1.52E+02,-1.26E+02
286,-1.90E+02,-1.64E+02,-1.06E+02,-1.33E+02,1.83E+02,25.11,2.01E+02,108.4,-1.52E+02,-1.25E+02
287,-1.88E+02,-1.66E+02,-1.05E+02,-1.32E+02,1.78E+02,25.53,2.01E+02,109.2,-1.52E+02,-1.24E+02
288,-1.88E+02,-1.63E+02,-1.06E+02,-1.33E+02,1.78E+02,27,2.00E+02,111.1,-1.52E+02,-1.25E+02
289,-1.88E+02,-1.65E+02,-1.06E+02,-1.33E+02,1.83E+02,23.23,2.00E+02,114.6,-1.50E+02,-1.24E+02
290,-1.88E+02,-1.66E+02,-1.06E+02,-1.33E+02,1.83E+02,23.77,2.00E+02,113.4,-1.51E+02,-1.24E+02
291,-1.88E+02,-1.66E+02,-1.06E+02,-1.34E+02,1.90E+02,21.13,2.04E+02,113.9,-1.50E+02,-1.24E+02
292,-1.85E+02,-1.68E+02,-1.05E+02,-1.34E+02,1.97E+02,3.34,2.04E+02,113.4,-1.50E+02,-1.24E+02
293,-1.86E+02,-1.69E+02,-1.05E+02,-1.34E+02,1.97E+02,0.93,2.05E+02,112.9,-1.49E+02,-1.24E+02
294,-1.87E+02,-1.65E+02,-1.04E+02,-1.34E+02,1.97E+02,0.84,2.04E+02,115.3,-1.48E+02,-1.24E+02
295,-1.85E+02,-1.67E+02,-1.05E+02,-1.34E+02,1.96E+02,-3.03,2.04E+02,113.3,-1.47E+02,-1.22E+02
296,-1.85E+02,-1.66E+02,-1.06E+02,-1.34E+02,1.96E+02,-2.09,2.04E+02,110.2,-1.44E+02,-1.22E+02
297,-1.85E+02,-1.65E+02,-1.05E+02,-1.34E+02,1.90E+02,-2,2.05E+02,109.9,-1.42E+02,-1.23E+02
298,-1.85E+02,-1.64E+02,-1.04E+02,-1.34E+02,1.90E+02,-6.48,2.05E+02,110.3,-1.42E+02,-1.24E+02
299,-1.88E+02,-1.65E+02,-1.06E+02,-1.34E+02,1.89E+02,-5.83,2.06E+02,109.7,-1.42E+02,-1.24E+02
300,-1.90E+02,-1.64E+02,-1.06E+02,-1.32E+02,1.91E+02,-5.03,2.05E+02,110.5,-1.40E+02,-1.22E+02
301,-1.92E+02,-1.62E+02,-1.06E+02,-1.32E+02,1.94E+02,-2.3,2.06E+02,113.8,-1.39E+02,-1.22E+02
302,-1.91E+02,-1.61E+02,-1.04E+02,-1.32E+02,1.96E+02,-2.57,2.06E+02,114,-1.38E+02,-1.22E+02
303,-1.91E+02,-1.60E+02,-1.04E+02,-1.32E+02,1.99E+02,-6.62,2.03E+02,113.3,-1.39E+02,-1.23E+02
304,-1.91E+02,-1.59E+02,-1.05E+02,-1.34E+02,1.94E+02,-4.12,2.03E+02,113.6,-1.39E+02,-1.25E+02
305,-1.91E+02,-1.58E+02,-1.05E+02,-1.34E+02,1.93E+02,-3.52,2.01E+02,114.5,-1.39E+02,-1.25E+02
306,-1.92E+02,-1.58E+02,-1.04E+02,-1.34E+02,1.96E+02,-7.81,2.04E+02,119,-1.37E+02,-1.25E+02
307,-1.89E+02,-1.56E+02,-1.03E+02,-1.35E+02,1.94E+02,-7.38,2.04E+02,119.4,-1.36E+02,-1.25E+02
308,-1.89E+02,-1.53E+02,-1.03E+02,-1.34E+02,1.92E+02,-10.74,2.01E+02,118.3,-1.35E+02,-1.24E+02
309,-1.88E+02,-1.55E+02,-1.08E+02,-1.35E+02,1.96E+02,-12.81,1.98E+02,118.7,-1.34E+02,-1.24E+02
310,-1.87E+02,-1.55E+02,-1.07E+02,-1.37E+02,1.93E+02,-12.18,1.98E+02,119.1,-1.36E+02,-1.23E+02
311,-1.86E+02,-1.53E+02,-1.07E+02,-1.37E+02,1.94E+02,-9.41,1.98E+02,121.1,-1.35E+02,-1.23E+02
312,-1.87E+02,-1.55E+02,-1.08E+02,-1.37E+02,1.91E+02,-9.02,1.98E+02,116.1,-1.35E+02,-1.22E+02
313,-1.91E+02,-1.58E+02,-1.09E+02,-1.37E+02,1.92E+02,-7.31,1.98E+02,112.1,-1.33E+02,-1.22E+02
314,-1.91E+02,-1.56E+02,-1.08E+02,-1.36E+02,1.92E+02,-6.61,2.04E+02,114.9,-1.33E+02,-1.22E+02
315,-1.90E+02,-1.58E+02,-1.08E+02,-1.36E+02,1.92E+02,-9.22,2.06E+02,118.1,-1.33E+02,-1.22E+02
316,-1.90E+02,-1.57E+02,-1.06E+02,-1.36E+02,1.92E+02,-8.83,2.07E+02,118.9,-1.31E+02,-1.22E+02
317,-1.89E+02,-1.57E+02,-1.06E+02,-1.36E+02,1.92E+02,-10.2,2.06E+02,119.2,-1.30E+02,-1.22E+02
318,-1.88E+02,-1.58E+02,-1.06E+02,-1.38E+02,1.92E+02,-9.47,2.07E+02,119.2,-1.30E+02,-1.23E+02
319,-1.88E+02,-1.59E+02,-1.08E+02,-1.38E+02,1.92E+02,-7.41,2.08E+02,118.7,-1.29E+02,-1.23E+02
320,-1.89E+02,-1.60E+02,-1.08E+02,-1.38E+02,1.91E+02,-7.37,2.08E+02,115,-1.31E+02,-1.22E+02
321,-1.91E+02,-1.62E+02,-1.09E+02,-1.36E+02,1.96E+02,-5.07,2.07E+02,110.6,-1.33E+02,-1.22E+02
322,-1.90E+02,-1.62E+02,-1.10E+02,-1.35E+02,1.91E+02,-6.45,2.08E+02,110.8,-1.33E+02,-1.21E+02
323,-1.92E+02,-1.61E+02,-1.08E+02,-1.34E+02,1.90E+02,-6.2,2.13E+02,107.4,-1.35E+02,-1.22E+02
324,-1.92E+02,-1.59E+02,-1.09E+02,-1.33E+02,1.90E+02,-6.21,2.15E+02,107.8,-1.35E+02,-1.21E+02
325,-1.93E+02,-1.56E+02,-1.09E+02,-1.33E+02,1.90E+02,-8.6,2.16E+02,107.3,-1.37E+02,-1.21E+02
326,-1.92E+02,-1.60E+02,-1.09E+02,-1.34E+02,1.90E+02,-11.36,2.19E+02,111.6,-1.37E+02,-1.21E+02
327,-1.91E+02,-1.59E+02,-1.08E+02,-1.35E+02,1.89E+02,-11.52,2.22E+02,109,-1.36E+02,-1.21E+02
328,-1.92E+02,-1.60E+02,-1.08E+02,-1.36E+02,1.84E+02,-11.2,2.22E+02,107.5,-1.35E+02,-1.21E+02
329,-1.91E+02,-1.60E+02,-1.09E+02,-1.36E+02,1.84E+02,-12.7,2.21E+02,107.2,-1.35E+02,-1.21E+02
330,-1.90E+02,-1.60E+02,-1.09E+02,-1.38E+02,1.78E+02,-9.04,2.21E+02,110,-1.37E+02,-1.20E+02
331,-1.90E+02,-1.62E+02,-1.09E+02,-1.40E+02,1.78E+02,-6.98,2.22E+02,113.6,-1.37E+02,-1.21E+02
332,-1.89E+02,-1.61E+02,-1.08E+02,-1.40E+02,1.72E+02,-7.4,2.25E+02,116.8,-1.38E+02,-1.21E+02
333,-1.89E+02,-1.60E+02,-1.07E+02,-1.40E+02,1.72E+02,-1.78,2.27E+02,120.7,-1.39E+02,-1.21E+02
334,-1.89E+02,-1.59E+02,-1.07E+02,-1.40E+02,1.73E+02,-0.5,2.27E+02,126.1,-1.37E+02,-1.20E+02
335,-1.89E+02,-1.59E+02,-1.06E+02,-1.41E+02,1.72E+02,-4.16,2.28E+02,123,-1.35E+02,-1.19E+02
336,-1.88E+02,-1.58E+02,-1.06E+02,-1.41E+02,1.73E+02,-3.3,2.28E+02,123.2,-1.36E+02,-1.18E+02
337,-1.88E+02,-1.61E+02,-1.06E+02,-1.41E+02,1.72E+02,-0.51,2.29E+02,123.2,-1.36E+02,-1.18E+02
338,-1.87E+02,-1.61E+02,-1.06E+02,-1.42E+02,1.72E+02,-0.08,2.29E+02,120.3,-1.36E+02,-1.19E+02
339,-1.88E+02,-1.61E+02,-1.06E+02,-1.42E+02,1.68E+02,4.33,2.30E+02,115.1,-1.36E+02,-1.18E+02
340,-1.87E+02,-1.61E+02,-1.07E+02,-1.42E+02,1.71E+02,7.04,2.27E+02,119.4,-1.36E+02,-1.18E+02
341,-1.87E+02,-1.60E+02,-1.08E+02,-1.41E+02,1.70E+02,6.83,2.27E+02,120.3,-1.36E+02,-1.18E+02
342,-1.87E+02,-1.62E+02,-1.08E+02,-1.43E+02,1.70E+02,10.96,2.28E+02,122.7,-1.37E+02,-1.18E+02
343,-1.88E+02,-1.61E+02,-1.09E+02,-1.43E+02,1.70E+02,9.16,2.28E+02,122.1,-1.37E+02,-1.18E+02
344,-1.89E+02,-1.61E+02,-1.09E+02,-1.41E+02,1.70E+02,14.24,2.28E+02,118.8,-1.38E+02,-1.18E+02
345,-1.88E+02,-1.63E+02,-1.09E+02,-1.41E+02,1.71E+02,18.68,2.31E+02,115.1,-1.37E+02,-1.19E+02
346,-1.85E+02,-1.62E+02,-1.09E+02,-1.41E+02,1.71E+02,18.5,2.31E+02,115.3,-1.36E+02,-1.20E+02
347,-1.85E+02,-1.61E+02,-1.10E+02,-1.41E+02,1.71E+02,18.03,2.31E+02,111.3,-1.35E+02,-1.19E+02
348,-1.84E+02,-1.60E+02,-1.10E+02,-1.41E+02,1.71E+02,17.88,2.32E+02,106.7,-1.35E+02,-1.19E+02
349,-1.86E+02,-1.60E+02,-1.08E+02,-1.41E+02,1.71E+02,21.1,2.32E+02,105.7,-1.36E+02,-1.19E+02
350,-1.86E+02,-1.57E+02,-1.11E+02,-1.41E+02,1.71E+02,24.02,2.32E+02,105.4,-1.35E+02,-1.20E+02
351,-1.83E+02,-1.57E+02,-1.14E+02,-1.40E+02,1.71E+02,23.7,2.32E+02,109,-1.36E+02,-1.20E+02
352,-1.79E+02,-1.56E+02,-1.15E+02,-1.41E+02,1.66E+02,20.81,2.32E+02,109.4,-1.38E+02,-1.20E+02
353,-1.80E+02,-1.55E+02,-1.15E+02,-1.41E+02,1.66E+02,19.17,2.32E+02,113.8,-1.37E+02,-1.20E+02
354,-1.81E+02,-1.54E+02,-1.16E+02,-1.40E+02,1.62E+02,19.65,2.32E+02,115.6,-1.35E+02,-1.19E+02
355,-1.80E+02,-1.51E+02,-1.16E+02,-1.41E+02,1.62E+02,18.24,2.33E+02,118.6,-1.34E+02,-1.20E+02
356,-1.79E+02,-1.51E+02,-1.16E+02,-1.41E+02,1.61E+02,21.52,2.32E+02,118.6,-1.34E+02,-1.20E+02
357,-1.81E+02,-1.47E+02,-1.18E+02,-1.43E+02,1.59E+02,16,2.32E+02,124.1,-1.33E+02,-1.20E+02
358,-1.82E+02,-1.51E+02,-1.19E+02,-1.43E+02,1.66E+02,13.79,2.33E+02,123.9,-1.34E+02,-1.21E+02
359,-1.81E+02,-1.51E+02,-1.19E+02,-1.45E+02,1.66E+02,13.82,2.34E+02,124.5,-1.34E+02,-1.20E+02
360,-1.81E+02,-1.49E+02,-1.21E+02,-1.45E+02,1.66E+02,8.92,2.37E+02,126.9,-1.37E+02,-1.20E+02
361,-1.81E+02,-1.49E+02,-1.19E+02,-1.44E+02,1.66E+02,8.82,2.37E+02,129.6,-1.36E+02,-1.19E+02
362,-1.82E+02,-1.48E+02,-1.18E+02,-1.45E+02,1.66E+02,9.84,2.39E+02,130.2,-1.36E+02,-1.19E+02
363,-1.84E+02,-1.48E+02,-1.18E+02,-1.44E+02,1.66E+02,9.42,2.38E+02,130.4,-1.38E+02,-1.18E+02
364,-1.84E+02,-1.48E+02,-1.19E+02,-1.44E+02,1.68E+02,6.93,2.41E+02,130.6,-1.38E+02,-1.19E+02
365,-1.84E+02,-1.47E+02,-1.20E+02,-1.44E+02,1.68E+02,4.59,2.41E+02,130.4,-1.39E+02,-1.19E+02
366,-1.84E+02,-1.46E+02,-1.19E+02,-1.46E+02,1.68E+02,4.01,2.42E+02,135.5,-1.38E+02,-1.19E+02
367,-1.85E+02,-1.46E+02,-1.20E+02,-1.46E+02,1.66E+02,6.3,2.45E+02,135.5,-1.39E+02,-1.19E+02
368,-1.85E+02,-1.46E+02,-1.22E+02,-1.46E+02,1.66E+02,5.52,2.45E+02,134.3,-1.38E+02,-1.19E+02
